a babucha,43907
24/7,1041293
a babuchas,14636
a barrisco,2336
a bocajarro,999659
a borbollones,979510
a borbotones,979509
a buen recaudo,933219
a buen seguro,933220
a caballito,937365
a cada rato,871362
a campo traviesa,980072
a capa y espada,1019802
a capela,11809
a cara de perro,161866
a cara perro,161867
a cascoporro,16718
a cheque,29907
a cholón,16717
a ciencia cierta,11908
a como dé lugar,1036644
a continuación,163066
a contralecho,863930
a contramano,1027618
a contrapelo,103621
a contrario sensu,58390
a contrarreloj,1044835
a costillas,996725
a cucucho,983742
a cuenta de oreja de cochino,1036260
a cuestas,996727
a destajo,118835
a deshora,928629
a destiempo,983739
a dos manos,910136
a dó,901524
a escondidas,103116
a escote,66464
a escuso,996100
a fuerzas,983197
a gamba,14887
a grandes jornadas,910989
a grandes rasgos,993655
a granel,99029
a horcajadas,1011367
a huevo,42111
a humo de pajas,62019
a jornal,1002955
a juro,972326
a la buena de Dios,169188
a la calladita,1002210
a la charamandusca,46246
a la cochiguagua,1012950
a la deriva,77425
a la fija,14359
a la fuerza,1002984
a la guacaresca,109965
a la gurda,22012
a la luna de Paita,158967
a la machimberra,930719
a la mano de Dios,910135
a la marinesca,127500
a la mierda,1040264
a la postre,998564
a la remanguillé,1038485
a la sirga,116161
a la sombra,994334
a la sordina,992937
a la vera,1005608
a la vez,991147
a la zumba marumba,974807
a largas jornadas,910990
a libro abierto,59425
a lo arrecho,978400
a lo bestia,935989
a lo bruto,871991
a lo grande,999129
a lo loco,977181
a lo mejor,160013
a lo que te truje, Chencha,970452
a los coñazos,995432
a lápiz,9449
a látere,928460
a man salva,910165
a mano,910138
a mano abierta,910157
a mano airada,910486
a mano alzada,910487
a mano armada,910159
a mano limpia,910160
a mano salva,910161
a manos abiertas,910488
a manos llenas,910164
a mansalva,180548
a mares,992803
a mata caballo,135720
a matacaballo,135719
a mayores,925717
a media voz,992511
a medio,31598
a medio morir saltando,42828
a menudo,38712
a merced de,571526
a muerte o a vida,912495
a más no poder,25449
a ojo,6866
a ojo de buen cubero,2496
a ojímetro,2508
a pachas,972214
a palo seco,2494
a palos,103190
a partir de,1015107
a pelo,11728
a pie,162553
a pie juntillas,112166
a pierna suelta,47456
a pies juntillas,1012085
a poder ser,25450
a porfía,1006353
a posteriori,11810
a poto pelado,172410
a precio de gallina flaca,1002442
a priori,19857
a propósito,168953
a propósito de escopeta,107344
a puerta fría,103170
a pulmón,1033940
a punta de,979278
a quemarropa,49547
a recaudo,943380
a regañadientes,164356
a renglón seguido,996949
a sabiendas,53868
a salto de mata,118483
a salva mano,910167
a salvo,992961
a secas,992821
a sentadillas,125907
a simple vista,28322
a tiempo,979140
a toda greña,1042174
a toda hostia,1009028
a toda leche,1009027
a toda mecha,1006198
a todo pulmón,980563
a todo reventar,65793
a todo tren,21519
a tomar por culo,163956
a trancas y barrancas,958683
a trasmano,1044207
a través,166462
a través de,1011815
a tres dobles y un repique,158858
a tresbolillo,60512
a tropezones,962505
a tutiplén,115284
a una mano,910168
a veces,87833
a voces,1040499
a voleo,1005710
a wilbur,984065
a wílbur,984142
ab intestato,12885
ab ovo,64743
abajo,1905
abaldonadamente,12091
abarrisco,12611
abastadamente,12762
abastanza,12768
abasto,12811
abdicativamente,47675
abatidamente,12817
abemoladamente,92981
abiertamente,12914
abnegadamente,22886
abominablemente,109896
abondadamente,123555
abondo,106301
abondosamente,123558
abonico,1040421
aborreciblemente,123567
abrasadamente,103057
abreviadamente,49651
abrumadoramente,178850
abruptamente,179342
absolutamente,52245
abstractamente,179343
absurdamente,179357
abundadamente,107569
abundantemente,47577
abundo,107581
abundosamente,179359
aburridamente,107719
abusadoramente,179349
abusivamente,179350
abés,108313
acabadamente,107997
acabdilladamente,123958
académicamente,108441
acaloradamente,108658
acaso,78759
acatadamente,109352
accesoriamente,112516
accidentadamente,109688
accidentalmente,103059
accidentariamente,112541
acedamente,122285
aceleradamente,123774
acentuadamente,123873
aceptablemente,130697
aceptadamente,123776
aceradamente,126637
acerbamente,125406
acerca,104950
aclaratoriamente,111223
acogedoramente,162504
acomedidamente,179352
acomodadamente,131681
acompasadamente,127687
acomplejadamente,179351
acongojadamente,900979
acordablemente,131684
acordadamente,131685
acordantemente,132548
acordemente,900961
acostumbradamente,131678
acremente,163214
acrisoladamente,132288
adrede,69062
adónde,882268
adunia,901324
advertidamente,901186
aeronáuticamente,179345
adorablemente,509028
aeróbicamente,179347
adó,901523
adoquiera,901462
adredemente,901184
afablemente,178793
afanosamente,179356
afectuosamente,179354
afectadamente,1011679
afeitadamente,901844
aferradamente,901861
afeminadamente,901852
afincadamente,901906
afinadamente,901902
afirmativamente,901945
afirmativo,166006
afligidamente,902085
afirmadamente,901944
agora,41683
afrentosamente,1041349
afluentemente,902086
afuera,10442
afortunadamente,533266
agraciadamente,172162
agradablemente,132595
agramente,905745
agrariamente,179353
agresivamente,162867
agravantemente,125151
agriamente,905746
agronómicamente,179358
agudamente,178829
ahervoradamente,911432
agraviadamente,125152
ahora,18767
ahorita,30669
ahincadamente,901907
ahora más tarde,1012169
ahoritita,993294
ahorradamente,981941
ahun,862039
ahí,41590
ahína,940168
ahé,994143
airadamente,994400
aindamáis,994374
ajoba,14609
airosamente,928154
aisladamente,906084
ajustadamente,164133
al abordaje,540064
al apa,29908
al buen tuntún,860519
al barrer,159975
al compás de,980511
al caletre,971453
al bulto,14687
al día,164920
al derredor,1011796
al contado,1041516
al lado,160846
al garete,1037269
al corriente,164921
al lote,46274
al margen,548663
al peo,935036
al palo,1040412
al mismo tiempo,915589
al pie de la letra,124564
al por menor,1011585
al punto,994473
al reo,1043554
al rojo,872677
al ralentí,171415
al rededor,1011789
al por mayor,1002518
al sesgo,1006869
al seco,43288
al soslayo,118327
al rojo vivo,872678
al tiro,17418
al ñudo,15135
al toque,1042452
al través,1011519
al tuntún,104126
alarmadamente,122705
alatinadamente,997624
alante,1043244
alborotosamente,179348
alarmantemente,122710
alargadamente,997422
alborozadamente,125154
alcalizablemente,118141
alderredor,1003690
alcalizadamente,118140
aleatoriamente,981588
aldeanamente,1003668
alegremente,112850
alegóricamente,179355
alentadamente,1004074
alevosamente,1039329
alertamente,1003847
algo,41511
alguandre,1005687
alerta,96704
algunamente,1005653
alfabéticamente,179361
alias,947576
algún día,915482
aliende,1006114
allende,29070
allá,41586
allí,41558
allú,1009184
alocadamente,103060
allén,1009182
alrededor,101968
altamente,163794
alrededor de,906094
alternativamente,125808
altimétricamente,131456
altiro,45881
altivamente,1039330
altruistamente,70679
altísimamente,131462
alto,45971
amargamente,178897
alérgicamente,179360
altruísticamente,101787
alzadamente,125807
ambiguamente,125819
amablemente,178891
ambulatoriamente,125825
amenguadamente,126113
ambulativamente,179362
amistosamente,50883
amigablemente,50885
ampliamente,163793
anafóricamente,179363
amorosamente,160907
analíticamente,103061
anatómicamente,124123
andante,125082
ancá,1004295
analógicamente,125821
ande,311047
anchamente,126204
angustiosamente,179364
angostamente,126205
aniñadamente,127660
anoche,51034
ansimismo,1029406
animadamente,127294
ansina,909364
ansiosamente,937691
ansí,1012631
antarca,420731
antaño,59087
anteanteayer,399574
ante merídiem,104828
anteayer,161567
antemano,127269
anteantier,399575
antemeridiano,104834
anteriormente,164285
anticipadamente,127213
antes de tiempo,1009259
antedía,90929
anticonstitucionalmente,900047
antes de ayer,164287
antes de que se santigüe un cura loco,161547
antier,164286
antes,61609
antiguamente,47883
análogamente,125822
anualmente,169444
antinaturalmente,179369
antojadizamente,926976
antipáticamente,179375
aparentemente,15467
anónimamente,179365
apaciblemente,172428
apartadamente,116878
aparte,116864
apasionadamente,48591
apocadamente,522391
apegadamente,104825
aposta,112727
apresuradamente,179377
apostadamente,112726
apenas,71146
apropiadamente,987447
aprisa,1007162
adoquier,901463
aptamente,179368
apuestamente,112635
apuesto,98999
aproximadamente,28356
aquende,29071
apuradamente,117903
após,66286
aqui,26313
aquí,25832
arbitrariamente,179366
aquí y allí,950910
arafue,1038841
ardorosamente,103058
armoniosamente,127305
aristocráticamente,916789
armónicamente,179378
aromosamente,179367
aromáticamente,179372
arquetípicamente,179370
arquitectónicamente,179382
arregladamente,130435
arraigadamente,120866
arregladísimamente,130433
arreo,331966
arrepentidamente,1041384
arrasadoramente,179381
arriba,67819
arrebatadamente,128169
arriesgadamente,928905
artesanalmente,173235
arteramente,179376
artificiosamente,1007169
asaz,29069
asertivamente,122440
asiduamente,178902
ascéticamente,981155
artísticamente,173233
asexualmente,925046
asimismo,38519
asi,909269
asimétricamente,210616
asoladoramente,179373
asmadamente,118460
aspérrimamente,955707
asombrosamente,179383
asuso,30630
astrosamente,124810
así es,1040013
así,41314
asín,155746
asumadamente,127417
así que,1012072
atolondradamente,905620
atentamente,45248
anticonstitucionalísimamente,1037506
aparatosamente,991948
atrás,112289
atropelladamente,902569
actualmente,132297
atroden,14627
atómicamente,179371
atrodén,14628
acuitadamente,189829
aun,111923
acústicamente,179346
ad litteram,69224
automáticamente,1040106
autobiográficamente,982247
auténticamente,110746
autárquicamente,179390
avariciosamente,952546
avaramente,997330
aventuradamente,928904
avispadamente,179380
ayer,28725
avés,508975
ay,158115
ayuso,67816
añalmente,908950
aún así,932227
aún,71292
bajo cuerda,1009395
aína,158800
aúna,111924
bacán,21976
acuciosamente,131819
bajo presión,977756
bajo mano,910181
banalmente,905923
bacano,98869
bajamente,179392
bandera,19609
baratamente,179388
bastadamente,111176
bastante,111173
bastantemente,111178
bastantísimamente,111209
bellamente,126270
bellacamente,26868
benignamente,179384
bibliográficamente,982248
bien, gracias,970210
bibliotecológicamente,179386
bien,21984
biográficamente,179387
bocarriba,978723
blandamente,179385
breve,75040
bondadosamente,179389
briosamente,179391
bruscamente,982014
buenamente,1011693
brutalmente,179398
broncamente,179396
brevissimamente,912952
bulliciosamente,164255
burdamente,1039511
brillantemente,914343
brumosamente,179397
but,38612
cabal,16377
básicamente,121475
caballerescamente,43468
caballerilmente,926978
cabalmente,998470
cada muerte de un judío,91169
cada muerte de obispo,91168
cachada,43581
caballerosamente,43466
caer en poder de las lenguas,25470
cachá,43135
calamitosamente,179393
caleta,17617
caligráficamente,982249
calorosamente,131665
cansadamente,43608
camaleónicamente,179394
capaz,101969
calumniosamente,131667
cantidad,1822
calurosamente,131666
caninamente,371550
capaz que,1040943
cara a cara,940545
capitularmente,112104
caprichosamente,916520
cariñosamente,179401
carnalmente,103647
caro,29048
cartográficamente,982250
carnaválicamente,179409
casi,53398
casarse por poder,25469
catafóricamente,179402
casualmente,990585
castamente,179412
castigadamente,111031
catastróficamente,179404
categóricamente,48612
católicamente,158530
caudalosamente,1006220
cautelosamente,166980
cavilosamente,164740
cañón,44109
celadamente,130699
cerca,28795
celestialmente,926977
cerca de,1002510
cercanamente,928089
cero out cero carrera,1013630
cerquita,1029035
ceremoniosamente,928714
cerquísima,1029034
ceñidamente,1005813
certeramente,178789
chabacanadamente,926981
chambonamente,179408
ceteris paribus,161040
chistosamente,123209
chapuceramente,1011422
chévere,13381
chupi,971518
cientemente,115846
ciegamente,170319
chiva,22150
chuscamente,179405
científicamente,115849
cinematográficamente,982254
cierto,105271
clamorosamente,179403
clandestinamente,103114
claro que no va a volver a pasar,1017400
claramente,103733
clericalmente,158208
claro,2844
claro y raspa'o,1007662
climáticamente,179407
cochinamente,179400
clínicamente,130529
cognitivamente,179411
colectivamente,178990
coloridamente,926979
cohesivamente,179406
coléricamente,179410
comercialmente,23050
como,26177
comedidamente,179413
como a un trapo de piso,15428
como chino,157458
como anillo al dedo,47912
como cuando vinimos de España,21917
como así me lo quiero,25559
como cosa rara,1010350
como con la mano,910275
como debe ser,977633
ciertamente,71933
como el tuje,1039586
como el culo,1027430
como es debido,977632
como es,977739
como para una boda,1012081
como Pedro por su casa,901983
como la mona,120458
como perros y gatos,980102
como Perico por su casa,901982
como pez en el agua,161697
como un libro abierto,69511
como un tronco,996128
como sea,1041525
como por la mano,910596
como quien no quiere la cosa,25558
compaginadamente,135415
compasadamente,115111
comparativamente,165850
complejamente,179416
compendiosamente,1005765
completamente,103046
compuestamente,372109
compulsivamente,179414
comunamente,916185
comunicativamente,179417
comúnmente,71442
comunísimamente,372559
con conocimiento de causa,1012812
con el culo al aire,929571
con criterio de escasez,1037490
con delirio,164024
con el culo entre las patas,1041383
con el culo en dos manos,978296
con el dolor del alma,1006032
con el diario del lunes,1019799
con franca mano,910276
con gusto,160728
con la mano en el corazón,910313
con larga mano,910314
con la sangre en el ojo,1041307
con la lengua fuera,161914
con la negra,25719
con las manos cruzadas,910315
con las manos en la cabeza,910316
con las manos en la cinta,910317
con las manos en la masa,910318
con las manos vacías,910319
con lengua,979294
con mano escasa,910322
con mano pesada,910324
con mano armada,910323
con qué ropa,41273
con razón,973800
con toda la furia,1043878
concertadamente,911396
con todo,1044884
con todo respeto,978931
con una mano atrás y otra delante,910599
concienzudamente,43587
concordemente,187251
condescendientemente,981505
concupiscentemente,1040941
condosco,1044256
confidentemente,22878
confidencialmente,22877
conflictivamente,179421
confusamente,905621
conforme,24258
conformemente,187253
conjuntamente,178991
conmigo,61659
congénitamente,179419
conmovedoramente,179418
connotativamente,158097
conquistadoramente,179424
conocidamente,172044
conscientemente,43590
consecutivamente,1043556
considerablemente,134757
constitucionalmente,981527
contagiosamente,179426
contentamente,117756
contimás,105734
contiguamente,111639
contumazmente,103648
contingentemente,502181
contramano,1027619
continuamente,179427
convencionalmente,127999
copiosamente,103069
cooperativamente,179432
coordinadamente,135128
convincentemente,103649
cordialmente,178874
corporalmente,916085
correctamente,103734
correlativamente,942438
corriente,52338
cortamente,179429
cosméticamente,179420
cosmográficamente,1000745
cotidianamente,915729
costosamente,179425
creíblemente,122269
crecidamente,44304
creativamente,179423
cristalinamente,179431
cronológicamente,103667
crudamente,43460
cruelmente,103668
cronográficamente,982252
cruentamente,103669
cromatográficamente,982251
crédulamente,122213
crónicamente,179435
crípticamente,179430
cuando el infierno se congele,161348
cuando las ranas críen pelo,107129
cuan,76395
cortésmente,178892
cuando quiera,25557
cual,109970
cuando,20016
cuando le paguen a los bomberos,43308
cuando repican Gloria,1041940
cuantimás,105732
culinariamente,981901
cuidadosamente,92325
cuantiosamente,111413
cuanto,109971
cultamente,177039
cum laude,62950
culto,7214
cuál,109967
curiosamente,109087
cumplidamente,911926
cuán,26018
cuándo,111532
cándidamente,179395
cuánto,111407
cáusticamente,179399
cíclicamente,981618
cínicamente,43599
cómo,20015
cómo es posible,1012049
daquén,127199
cómicamente,125924
dadivosamente,179433
cómodamente,179415
cósmicamente,179422
daquí,575161
de a huevo,157738
de a poco,920382
de acuerdo,166725
de acá para acullá,950907
de agache,1042180
de acá para allá,950905
de antemano,127212
de allá para acá,950908
de aquí para allí,950906
de aquí para allá,950904
de baracalofi,1029082
de bruces,575196
de buces,575197
de cabo a rabo,1042810
de carambola,1037447
de buenas a primeras,985586
de chincol a jote,993798
de ciento a viento,929492
de ciento en viento,929493
de consuno,1006065
de coro,988970
de consiguiente,547369
de cuajo,979228
de frentón,46277
de entrada,944761
de garrón,14939
de entrecasa,14852
de golpe,871629
de dorapa,1039436
de grado,907153
de gracia,1006309
de improviso,1002901
de inmediato,992962
de infantería,14971
de Guatemala a Guatepeor,120959
de jarras,992752
de la a a la zeta,1035699
de mentiras,102388
de la mano,998666
de mentira,102387
de mentas,1039983
de más,1002372
de mientra,111311
de papaya,940328
de mala gana,988012
de nuevo,28964
de papayita,940327
de par en par,112443
de Pascuas a Ramos,91171
de poder a poder,25463
de pe a pa,158179
de paso,985792
de por vida,73820
de pasapalo,1016863
de prisa,130738
de primera,41628
de posta,15215
de profundis,130740
de propio,910769
de propósito,165909
de rechupete,1043104
de sobremesa,88936
de repente,69454
de segunda,41629
de rondón,1007248
de sobra,160679
de sol a sol,16268
de seguida,119245
de sopetón,996652
de soslayo,1011546
de suyo,1007196
de todo en todo,989212
de todas maneras,1016063
de través,1011520
de trecho en trecho,1040422
de un saque,15318
de una hebra,210549
de tropel,994248
de un tirón,210550
de un paraguazo,107271
de un plumazo,157858
de volatería,905848
de vez en cuando,921222
de ñangué,1038807
de vuelta,871683
debajo,105047
debidamente,987446
decisivamente,124875
decididamente,125913
declarativamente,179428
definitivamente,115344
delant,114132
del todo,871628
decorativamente,179434
deco,1039871
dejadamente,179438
delante,114129
deductivamente,179436
delicadamente,103045
demasiadamente,111322
deliciosamente,180975
deliberadamente,168406
demasiado,111317
demasiado tarde,979141
democráticamente,179456
demás,111333
denantes,106269
denodadamente,1041220
denotativamente,158098
dentro,28802
dentro de,162456
densuno,109993
dependientemente,113957
depravadamente,509241
deprisa,130737
depurablemente,130746
deportivamente,179440
depuradamente,130748
derechureramente,926982
desafinadamente,901904
desafortunadamente,127824
desagarradamente,127833
desafrancesadamente,127827
desagradablemente,93406
desagora,127845
desahuciadamente,74986
desalentadamente,160518
desaladamente,160526
desanimadamente,522860
desamparadamente,110485
desarregladamente,1012102
desapercibidamente,160937
desapasionadamente,111507
descaudilladamente,110458
descomedidamente,178787
descarnadamente,66200
desaseadamente,159110
descaradamente,110484
descompuestamente,1011674
desconcertadamente,1037442
desconcentradamente,1038961
descoordinadamente,135227
desconsideradamente,995020
descuidadamente,104127
descubiertamente,125114
desde luego,1017181
desconocidamente,172058
deseosamente,179441
desgraciadamente,172275
desdeñosamente,159514
desde que amanece Dios,1042770
desfavorablemente,159683
desencantadamente,160566
deshonestamente,906140
desmesuradamente,178786
desordenadamente,911391
despacito por las piedras,123313
despacio,73653
despectivamente,159515
despiadadamente,981516
desproporcionadamente,169938
despiertamente,157184
despegadamente,104826
desvariadamente,177113
desventuradamente,179444
destructivamente,179439
después,61611
desvergonzadamente,65865
después de viejo,1009260
detrás,101879
devastadoramente,179449
diariamente,915723
deícticamente,179437
diestramente,983198
dialógicamente,165820
dicho sea de paso,1043231
diferente,28689
dichosamente,124298
didácticamente,135517
dificultosamente,915743
difícilmente,125859
dignamente,179443
digitalmente,926983
dinámicamente,179445
discretamente,104449
disparatadamente,117873
directamente,103054
disparadamente,117868
displicentemente,979128
disculpablemente,111846
disculpadamente,111848
disimuladamente,1002812
dispositivamente,116800
distantemente,171933
distintivamente,179447
divinalmente,115492
disyuntivamente,179442
auditivamente,179374
atriqui,14626
audazmente,1039700
atontadamente,994343
divinamente,115493
administrativamente,901170
adolescentemente,926980
adelantre,111814
doctoralmente,113373
adaptadamente,901187
adamadamente,901188
adondequiera,901460
acá,29249
donde el Diablo perdió el poncho,119377
donde el diablo perdió el poncho,119378
donde no te pega el sol,16269
donde quiera,25511
dondequiera,25512
doquier,901464
doquiera,25510
doquiere,901467
dramáticamente,125847
dorsoventralmente,22230
dudosamente,179454
durablemente,910085
drásticamente,179451
duramente,179446
duro,24308
dulce,10547
día de por medio,1019795
día por medio,1019794
día después,165218
duraderamente,910084
día siguiente,165217
ecológicamente,179452
echando leches,161987
dónde,164982
económicamente,179450
ecuánimemente,1005750
efectivamente,1040012
educativamente,179458
efímeramente,179455
eficientemente,134618
electrónicamente,179453
el día de San Blando,169180
elegantísimamente,928147
elocuentemente,1038457
elegantemente,928148
elásticamente,109026
eléctricamente,981619
embarazadamente,128212
embarazosamente,128215
embrolladamente,72929
embozadamente,1009347
eminencialmente,101650
eminentemente,101651
emotivamente,157708
empalagosamente,179459
emocionalmente,157698
elípticamente,179457
empeñadamente,103198
en absoluto,1006634
en activo,1011810
en avieso,906167
empíricamente,103197
en acha,999812
en bruto,871996
en base a,1041246
en buen romance,912512
en bolas,161044
en balde,979236
en contorno,1011797
en conclusion,373185
en chancletas,41784
en cuatro patas,14811
en cuatro,14812
en derredor,998345
en el fuero interno,979082
en cuclillas,979265
en directo,125204
en efecto,1041241
en diferido,125210
en el quinto coño,930117
en el quinto pino,92665
en el supuesto negado,1039448
en flagrante,547293
en escuso,996101
en el tiempo de ñaupa,15131
en grande,999128
en grueso,1002517
en la lona,1044926
en jarras,992751
en frío,103171
en la vida,1039385
en lontananza,979280
en lugar de,992452
en manera alguna,1002348
en mientra,111312
en particular,1040532
en pelota,913527
en pelota viva,161041
en pelotas,161042
en pelota picada,161043
en público,42956
en pico de zamuro,969653
en persona,127836
en línea,58499
en propiedad,996749
en pos de,1037617
en rededor,1011790
en redor,1011793
en seco,1038855
en sazón,1011737
en seguida,119243
en sordina,992938
en tanto,1041225
en serio,993169
en territorio enemigo,503794
en tarlipes,1044242
en tiempo de Maricastaña,901981
en tiempo del rey Perico,901980
en torno,62622
en tres y dos,971560
en torno a,62621
en tiempos del rey Wamba,127030
en tropel,994247
en un pestañeo,980507
en un pispás,55318
en tromba,1005689
en un santiamén,1041393
en una de esas,1040945
en vilo,59618
en vano,985101
en vivo,125169
enamoradamente,101656
enatíamente,160559
encantadoramente,179460
encargadamente,119154
encarecidamente,119156
encima,71293
encogidamente,522390
encubiertamente,1009349
endenantes,106268
encumbradamente,103398
enderezadamente,103399
ende,120150
endespués,983429
endiabladamente,103589
enemigablemente,104219
enemigamente,104753
endurecidamente,104218
enfadosamente,111316
enfáticamente,103066
enfermamente,104783
engañosamente,103397
enfrente,117939
enigmáticamente,74068
enhorabuena,971890
engorrosamente,179464
enojadamente,119434
enojosamente,119438
enormemente,163791
ensayísticamente,179461
enseguida,57346
enseñadamente,162980
entendidamente,103400
enteramente,101652
entesadamente,101654
entonce,41608
enternecidamente,101653
entonces,41609
entrañablemente,103590
entrañalmente,103591
entre rejas,998275
entradoramente,179463
entre la espada y la pared,10775
entre dientes,949719
entre semana,982873
entregamientre,118600
entregadamente,101655
entresemana,960111
entretanto,105661
entricadamente,103240
eo ipso,65049
envidiablemente,178893
envidiosamente,179462
enérgicamente,111192
epentéticamente,179468
eo nomine,65057
equívocamente,118389
equivocadamente,118388
erróneamente,117890
escabrosamente,111196
escarnecidamente,104782
escasamente,104755
escatológicamente,179469
escandalosamente,103109
escenográficamente,103110
escientemente,103111
escuderilmente,103106
escrupulosamente,168959
escondidamente,103113
escuetamente,103103
escépticamente,115579
esencialmente,158237
esforzadamente,103105
esmeradamente,103659
espantosamente,179466
eso sí que no,1007570
especial,21105
específicamente,916521
esperadamente,913222
especialmente,103737
espinosamente,179470
esplendorosamente,509135
esporádicamente,73474
estoicamente,981204
espontáneamente,179465
esquemáticamente,981614
estilísticamente,179471
estrechísimamente,110137
estonces,127120
estrechamente,110135
estorbosamente,179473
esto,54197
estresadamente,179472
estrictamente,111332
estropajosamente,913642
estultamente,117487
estructuralmente,981205
estupendamente,117474
estéticamente,125915
etcétera,43414
estólidamente,1007216
estúpidamente,914272
eternamente,1009164
etnográficamente,179467
eufóricamente,981652
eufónicamente,179477
evaluativamente,179476
eventualmente,1007309
ex profeso,165908
exageradamente,168459
exactamente,69229
evidentemente,106147
ex situ,1042033
exagerativamente,168460
excepcionalmente,1011929
excepto,41231
excesivamente,103048
exclamativamente,172828
exclamatoriamente,172829
exhaustivamente,179475
exclusivamente,103727
excessivamente,910053
expresamente,165907
expeditamente,93635
explícitamente,924421
existencialmente,502961
expresivamente,179474
extendidamente,110090
expreso,102097
extensamente,110093
extensivamente,110094
exteriormente,1039369
extraanticonstitucionalísimamente,1037550
extranticonstitucionalísimamente,1037792
extraordinariamente,129000
exquisitamente,179479
extravagantemente,129004
extraterritorialmente,926984
extrañamente,128990
exuberantemente,981939
extremadamente,103047
fabulosamente,179478
familiarmente,119702
famosamente,179480
fantasmagóricamente,117297
fantasiosamente,179491
fantásticamente,117292
farmacológicamente,503844
